store_nbr,concept,eval_date,group_end_date,group_length_days,all_dates,holiday_row_ids,types,locales,locale_names,descriptions,city,state,concept_family,in_eval_window,earthquake_excluded,eval_day_store_sales,previous_28d_mean_store_sales,closure_ratio,closure_missing_preceding_days,closure_excluded,other_concept_window_start,other_concept_window_end,other_concept_overlap_excluded,other_concept_overlap_details,passed_c0,exclusion_reasons
7,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
8,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
9,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
10,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
11,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Cayambe,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
12,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Latacunga,Cotopaxi,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
13,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Latacunga,Cotopaxi,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
14,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Riobamba,Chimborazo,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
15,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Ibarra,Imbabura,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
16,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Santo Domingo,Santo Domingo de los Tsachilas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
17,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
18,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
19,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guaranda,Bolivar,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
20,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
21,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Santo Domingo,Santo Domingo de los Tsachilas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
22,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Puyo,Pastaza,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
23,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Ambato,Tungurahua,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
24,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
25,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Salinas,Santa Elena,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
26,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
27,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Daule,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
28,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
29,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
30,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
31,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Babahoyo,Los Rios,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
32,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
33,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quevedo,Los Rios,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
34,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
35,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Playas,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
36,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Libertad,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
37,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Cuenca,Azuay,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
38,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Loja,Loja,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
39,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Cuenca,Azuay,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
40,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Machala,El Oro,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
41,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Machala,El Oro,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
42,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Cuenca,Azuay,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
43,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Esmeraldas,Esmeraldas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
44,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
45,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
46,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
47,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
48,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
49,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
50,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Ambato,Tungurahua,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
51,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
52,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Manta,Manabi,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
53,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,Manta,Manabi,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
54,Primer Grito de Independencia,2012-08-10,2012-08-10,1,2012-08-10,14,Holiday,National,Ecuador,Primer Grito de Independencia,El Carmen,Manabi,,False,False,0.0,0.0,,28,False,2012-08-06,2012-08-13,False,,False,outside_eval_window
14,Fundacion de Riobamba,2012-08-15,2012-08-15,1,2012-08-15,15,Holiday,Local,Riobamba,Fundacion de Riobamba,Riobamba,Chimborazo,Fundacion,False,False,0.0,0.0,,28,False,2012-08-11,2012-08-18,False,,False,outside_eval_window
23,Fundacion de Ambato,2012-08-24,2012-08-24,1,2012-08-24,16,Holiday,Local,Ambato,Fundacion de Ambato,Ambato,Tungurahua,Fundacion,False,False,0.0,0.0,,28,False,2012-08-20,2012-08-27,False,,False,outside_eval_window
50,Fundacion de Ambato,2012-08-24,2012-08-24,1,2012-08-24,16,Holiday,Local,Ambato,Fundacion de Ambato,Ambato,Tungurahua,Fundacion,False,False,0.0,0.0,,28,False,2012-08-20,2012-08-27,False,,False,outside_eval_window
15,Fundacion de Ibarra,2012-09-28,2012-09-28,1,2012-09-28,17,Holiday,Local,Ibarra,Fundacion de Ibarra,Ibarra,Imbabura,Fundacion,False,False,0.0,0.0,,28,False,2012-09-24,2012-10-01,False,,False,outside_eval_window
33,Cantonizacion de Quevedo,2012-10-07,2012-10-07,1,2012-10-07,18,Holiday,Local,Quevedo,Cantonizacion de Quevedo,Quevedo,Los Rios,Cantonizacion,False,False,0.0,0.0,,28,False,2012-10-03,2012-10-10,False,,False,outside_eval_window
1,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
2,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
3,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
4,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
5,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Santo Domingo,Santo Domingo de los Tsachilas,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
6,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
7,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
8,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
9,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
10,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
11,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Cayambe,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
12,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Latacunga,Cotopaxi,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
13,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Latacunga,Cotopaxi,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
14,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Riobamba,Chimborazo,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
15,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Ibarra,Imbabura,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
16,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Santo Domingo,Santo Domingo de los Tsachilas,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
17,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
18,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
19,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Guaranda,Bolivar,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
20,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Quito,Pichincha,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
21,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Santo Domingo,Santo Domingo de los Tsachilas,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
22,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Puyo,Pastaza,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
23,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Ambato,Tungurahua,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
24,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
25,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Salinas,Santa Elena,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
26,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
27,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Daule,Guayas,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
28,Independencia de Guayaquil,2012-10-12,2012-10-12,1,2012-10-12,20,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,Guayaquil,Guayas,,False,False,0.0,0.0,,28,False,2012-10-08,2012-10-15,False,,False,outside_eval_window
