holiday_row_id,date,type,locale,locale_name,description,transferred,concept,removed_prefixes,normalization_flags,case_insensitive_concept,case_insensitive_removed_prefixes,concept_family,excluded_before_application,pre_application_exclusion_reason
19,2012-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,True,Independencia de Guayaquil,,,Independencia de Guayaquil,,,True,transferred
20,2012-10-12,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,Independencia de Guayaquil,Traslado,,Independencia de Guayaquil,Traslado,,False,
21,2012-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Dia de Difuntos,,,Dia de Difuntos,,,False,
22,2012-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Independencia de Cuenca,,,Independencia de Cuenca,,,False,
23,2012-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Provincializacion de Santo Domingo,,,Provincializacion de Santo Domingo,,Provincializacion,False,
24,2012-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Provincializacion Santa Elena,,,Provincializacion Santa Elena,,Provincializacion,False,
25,2012-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Independencia de Guaranda,,,Independencia de Guaranda,,,False,
26,2012-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Independencia de Latacunga,,,Independencia de Latacunga,,,False,
27,2012-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Independencia de Ambato,,,Independencia de Ambato,,,False,
28,2012-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Fundacion de Quito,,numeric_suffix_removed,Fundacion de Quito,,Fundacion,False,
29,2012-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Fundacion de Quito,,,Fundacion de Quito,,Fundacion,False,
30,2012-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Fundacion de Loja,,,Fundacion de Loja,,Fundacion,False,
31,2012-12-21,Additional,National,Ecuador,Navidad-4,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
32,2012-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Cantonizacion de Salinas,,,Cantonizacion de Salinas,,Cantonizacion,False,
33,2012-12-22,Additional,National,Ecuador,Navidad-3,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
34,2012-12-23,Additional,National,Ecuador,Navidad-2,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
35,2012-12-24,Bridge,National,Ecuador,Puente Navidad,False,Navidad,Puente,,Navidad,Puente,,False,
36,2012-12-24,Additional,National,Ecuador,Navidad-1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
37,2012-12-25,Holiday,National,Ecuador,Navidad,False,Navidad,,,Navidad,,,False,
38,2012-12-26,Additional,National,Ecuador,Navidad+1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
39,2012-12-31,Bridge,National,Ecuador,Puente Primer dia del ano,False,Primer dia del ano,Puente,,Primer dia del ano,Puente,,False,
40,2012-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Primer dia del ano,,numeric_suffix_removed,Primer dia del ano,,,False,
41,2013-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Primer dia del ano,,,Primer dia del ano,,,False,
42,2013-01-05,Work Day,National,Ecuador,Recupero puente Navidad,False,puente Navidad,Recupero,case_mismatched_prefix:puente|case_insensitive_normalization_differs,Navidad,Recupero|puente,,True,work_day
43,2013-01-12,Work Day,National,Ecuador,Recupero puente primer dia del ano,False,puente primer dia del ano,Recupero,case_mismatched_prefix:puente|case_insensitive_normalization_differs,primer dia del ano,Recupero|puente,,True,work_day
44,2013-02-11,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
45,2013-02-12,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
46,2013-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Fundacion de Manta,,,Fundacion de Manta,,Fundacion,False,
47,2013-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Provincializacion de Cotopaxi,,,Provincializacion de Cotopaxi,,Provincializacion,False,
48,2013-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Fundacion de Cuenca,,,Fundacion de Cuenca,,Fundacion,False,
49,2013-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Cantonizacion de Libertad,,,Cantonizacion de Libertad,,Cantonizacion,False,
50,2013-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Cantonizacion de Riobamba,,,Cantonizacion de Riobamba,,Cantonizacion,False,
51,2013-04-29,Holiday,National,Ecuador,Viernes Santo,False,Viernes Santo,,,Viernes Santo,,,False,
52,2013-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Dia del Trabajo,,,Dia del Trabajo,,,False,
53,2013-05-11,Additional,National,Ecuador,Dia de la Madre-1,False,Dia de la Madre,,numeric_suffix_removed,Dia de la Madre,,,False,
54,2013-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Cantonizacion del Puyo,,,Cantonizacion del Puyo,,Cantonizacion,False,
55,2013-05-12,Event,National,Ecuador,Dia de la Madre,False,Dia de la Madre,,,Dia de la Madre,,,False,
56,2013-05-24,Holiday,National,Ecuador,Batalla de Pichincha,False,Batalla de Pichincha,,,Batalla de Pichincha,,,False,
57,2013-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Cantonizacion de Guaranda,,,Cantonizacion de Guaranda,,Cantonizacion,False,
58,2013-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Provincializacion de Imbabura,,,Provincializacion de Imbabura,,Provincializacion,False,
59,2013-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Fundacion de Machala,,,Fundacion de Machala,,Fundacion,False,
60,2013-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Cantonizacion de Latacunga,,,Cantonizacion de Latacunga,,Cantonizacion,False,
61,2013-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Cantonizacion de El Carmen,,,Cantonizacion de El Carmen,,Cantonizacion,False,
62,2013-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Fundacion de Santo Domingo,,,Fundacion de Santo Domingo,,Fundacion,False,
63,2013-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Cantonizacion de Cayambe,,,Cantonizacion de Cayambe,,Cantonizacion,False,
64,2013-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Fundacion de Guayaquil,,numeric_suffix_removed,Fundacion de Guayaquil,,Fundacion,False,
65,2013-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,Fundacion de Guayaquil,,,Fundacion de Guayaquil,,Fundacion,False,
66,2013-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Fundacion de Esmeraldas,,,Fundacion de Esmeraldas,,Fundacion,False,
67,2013-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,False,Primer Grito de Independencia,,,Primer Grito de Independencia,,,False,
68,2013-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Fundacion de Riobamba,,,Fundacion de Riobamba,,Fundacion,False,
69,2013-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Fundacion de Ambato,,,Fundacion de Ambato,,Fundacion,False,
70,2013-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Fundacion de Ibarra,,,Fundacion de Ibarra,,Fundacion,False,
71,2013-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Cantonizacion de Quevedo,,,Cantonizacion de Quevedo,,Cantonizacion,False,
72,2013-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,True,Independencia de Guayaquil,,,Independencia de Guayaquil,,,True,transferred
73,2013-10-11,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,Independencia de Guayaquil,Traslado,,Independencia de Guayaquil,Traslado,,False,
74,2013-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Dia de Difuntos,,,Dia de Difuntos,,,False,
75,2013-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Independencia de Cuenca,,,Independencia de Cuenca,,,False,
76,2013-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Provincializacion de Santo Domingo,,,Provincializacion de Santo Domingo,,Provincializacion,False,
77,2013-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Provincializacion Santa Elena,,,Provincializacion Santa Elena,,Provincializacion,False,
78,2013-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Independencia de Guaranda,,,Independencia de Guaranda,,,False,
79,2013-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Independencia de Latacunga,,,Independencia de Latacunga,,,False,
80,2013-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Independencia de Ambato,,,Independencia de Ambato,,,False,
81,2013-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Fundacion de Quito,,numeric_suffix_removed,Fundacion de Quito,,Fundacion,False,
82,2013-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Fundacion de Quito,,,Fundacion de Quito,,Fundacion,False,
83,2013-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Fundacion de Loja,,,Fundacion de Loja,,Fundacion,False,
84,2013-12-21,Additional,National,Ecuador,Navidad-4,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
85,2013-12-22,Additional,National,Ecuador,Navidad-3,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
86,2013-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Cantonizacion de Salinas,,,Cantonizacion de Salinas,,Cantonizacion,False,
87,2013-12-23,Additional,National,Ecuador,Navidad-2,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
88,2013-12-24,Additional,National,Ecuador,Navidad-1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
89,2013-12-25,Holiday,National,Ecuador,Navidad,False,Navidad,,,Navidad,,,False,
90,2013-12-26,Additional,National,Ecuador,Navidad+1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
91,2013-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Primer dia del ano,,numeric_suffix_removed,Primer dia del ano,,,False,
92,2014-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Primer dia del ano,,,Primer dia del ano,,,False,
93,2014-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Fundacion de Manta,,,Fundacion de Manta,,Fundacion,False,
94,2014-03-03,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
95,2014-03-04,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
96,2014-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Provincializacion de Cotopaxi,,,Provincializacion de Cotopaxi,,Provincializacion,False,
97,2014-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Fundacion de Cuenca,,,Fundacion de Cuenca,,Fundacion,False,
98,2014-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Cantonizacion de Libertad,,,Cantonizacion de Libertad,,Cantonizacion,False,
99,2014-04-18,Holiday,National,Ecuador,Viernes Santo,False,Viernes Santo,,,Viernes Santo,,,False,
100,2014-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Cantonizacion de Riobamba,,,Cantonizacion de Riobamba,,Cantonizacion,False,
101,2014-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Dia del Trabajo,,,Dia del Trabajo,,,False,
102,2014-05-10,Additional,National,Ecuador,Dia de la Madre-1,False,Dia de la Madre,,numeric_suffix_removed,Dia de la Madre,,,False,
103,2014-05-11,Event,National,Ecuador,Dia de la Madre,False,Dia de la Madre,,,Dia de la Madre,,,False,
104,2014-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Cantonizacion del Puyo,,,Cantonizacion del Puyo,,Cantonizacion,False,
105,2014-05-24,Holiday,National,Ecuador,Batalla de Pichincha,False,Batalla de Pichincha,,,Batalla de Pichincha,,,False,
106,2014-06-12,Event,National,Ecuador,Inauguracion Mundial de futbol Brasil,False,Inauguracion Mundial de futbol Brasil,,,Inauguracion Mundial de futbol Brasil,,,False,
107,2014-06-15,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Suiza,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
108,2014-06-20,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Honduras,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
109,2014-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Cantonizacion de Guaranda,,,Cantonizacion de Guaranda,,Cantonizacion,False,
110,2014-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Cantonizacion de Latacunga,,,Cantonizacion de Latacunga,,Cantonizacion,False,
111,2014-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Fundacion de Machala,,,Fundacion de Machala,,Fundacion,False,
112,2014-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Provincializacion de Imbabura,,,Provincializacion de Imbabura,,Provincializacion,False,
113,2014-06-25,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Francia,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
114,2014-06-28,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
115,2014-06-29,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
116,2014-06-30,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
117,2014-07-01,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
118,2014-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Cantonizacion de El Carmen,,,Cantonizacion de El Carmen,,Cantonizacion,False,
119,2014-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Fundacion de Santo Domingo,,,Fundacion de Santo Domingo,,Fundacion,False,
120,2014-07-04,Event,National,Ecuador,Mundial de futbol Brasil: Cuartos de Final,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
121,2014-07-05,Event,National,Ecuador,Mundial de futbol Brasil: Cuartos de Final,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
122,2014-07-08,Event,National,Ecuador,Mundial de futbol Brasil: Semifinales,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
123,2014-07-09,Event,National,Ecuador,Mundial de futbol Brasil: Semifinales,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
124,2014-07-12,Event,National,Ecuador,Mundial de futbol Brasil: Tercer y cuarto lugar,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
125,2014-07-13,Event,National,Ecuador,Mundial de futbol Brasil: Final,False,Mundial de futbol Brasil,,colon_detail_removed,Mundial de futbol Brasil,,,False,
126,2014-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Cantonizacion de Cayambe,,,Cantonizacion de Cayambe,,Cantonizacion,False,
127,2014-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Fundacion de Guayaquil,,numeric_suffix_removed,Fundacion de Guayaquil,,Fundacion,False,
128,2014-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,Fundacion de Guayaquil,,,Fundacion de Guayaquil,,Fundacion,False,
129,2014-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Fundacion de Esmeraldas,,,Fundacion de Esmeraldas,,Fundacion,False,
130,2014-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,False,Primer Grito de Independencia,,,Primer Grito de Independencia,,,False,
131,2014-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Fundacion de Riobamba,,,Fundacion de Riobamba,,Fundacion,False,
132,2014-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Fundacion de Ambato,,,Fundacion de Ambato,,Fundacion,False,
133,2014-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Fundacion de Ibarra,,,Fundacion de Ibarra,,Fundacion,False,
134,2014-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Cantonizacion de Quevedo,,,Cantonizacion de Quevedo,,Cantonizacion,False,
135,2014-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,True,Independencia de Guayaquil,,,Independencia de Guayaquil,,,True,transferred
136,2014-10-10,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,Independencia de Guayaquil,Traslado,,Independencia de Guayaquil,Traslado,,False,
137,2014-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Dia de Difuntos,,,Dia de Difuntos,,,False,
138,2014-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Independencia de Cuenca,,,Independencia de Cuenca,,,False,
139,2014-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Provincializacion de Santo Domingo,,,Provincializacion de Santo Domingo,,Provincializacion,False,
140,2014-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Provincializacion Santa Elena,,,Provincializacion Santa Elena,,Provincializacion,False,
141,2014-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Independencia de Guaranda,,,Independencia de Guaranda,,,False,
142,2014-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Independencia de Latacunga,,,Independencia de Latacunga,,,False,
143,2014-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Independencia de Ambato,,,Independencia de Ambato,,,False,
144,2014-11-28,Event,National,Ecuador,Black Friday,False,Black Friday,,,Black Friday,,,False,
145,2014-12-01,Event,National,Ecuador,Cyber Monday,False,Cyber Monday,,,Cyber Monday,,,False,
146,2014-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Fundacion de Quito,,numeric_suffix_removed,Fundacion de Quito,,Fundacion,False,
147,2014-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Fundacion de Quito,,,Fundacion de Quito,,Fundacion,False,
148,2014-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Fundacion de Loja,,,Fundacion de Loja,,Fundacion,False,
149,2014-12-20,Work Day,National,Ecuador,Recupero Puente Navidad,False,Navidad,Recupero|Puente,,Navidad,Recupero|Puente,,True,work_day
150,2014-12-21,Additional,National,Ecuador,Navidad-4,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
151,2014-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Cantonizacion de Salinas,,,Cantonizacion de Salinas,,Cantonizacion,False,
152,2014-12-22,Additional,National,Ecuador,Navidad-3,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
153,2014-12-23,Additional,National,Ecuador,Navidad-2,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
154,2014-12-24,Additional,National,Ecuador,Navidad-1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
155,2014-12-25,Holiday,National,Ecuador,Navidad,False,Navidad,,,Navidad,,,False,
156,2014-12-26,Bridge,National,Ecuador,Puente Navidad,False,Navidad,Puente,,Navidad,Puente,,False,
157,2014-12-26,Additional,National,Ecuador,Navidad+1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
158,2014-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Primer dia del ano,,numeric_suffix_removed,Primer dia del ano,,,False,
159,2015-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Primer dia del ano,,,Primer dia del ano,,,False,
160,2015-01-02,Bridge,National,Ecuador,Puente Primer dia del ano,False,Primer dia del ano,Puente,,Primer dia del ano,Puente,,False,
161,2015-01-10,Work Day,National,Ecuador,Recupero Puente Primer dia del ano,False,Primer dia del ano,Recupero|Puente,,Primer dia del ano,Recupero|Puente,,True,work_day
162,2015-02-16,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
163,2015-02-17,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
164,2015-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Fundacion de Manta,,,Fundacion de Manta,,Fundacion,False,
165,2015-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Provincializacion de Cotopaxi,,,Provincializacion de Cotopaxi,,Provincializacion,False,
166,2015-04-03,Holiday,National,Ecuador,Viernes Santo,False,Viernes Santo,,,Viernes Santo,,,False,
167,2015-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Fundacion de Cuenca,,,Fundacion de Cuenca,,Fundacion,False,
168,2015-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Cantonizacion de Libertad,,,Cantonizacion de Libertad,,Cantonizacion,False,
169,2015-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Cantonizacion de Riobamba,,,Cantonizacion de Riobamba,,Cantonizacion,False,
170,2015-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Dia del Trabajo,,,Dia del Trabajo,,,False,
171,2015-05-09,Additional,National,Ecuador,Dia de la Madre-1,False,Dia de la Madre,,numeric_suffix_removed,Dia de la Madre,,,False,
172,2015-05-10,Event,National,Ecuador,Dia de la Madre,False,Dia de la Madre,,,Dia de la Madre,,,False,
173,2015-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Cantonizacion del Puyo,,,Cantonizacion del Puyo,,Cantonizacion,False,
174,2015-05-24,Holiday,National,Ecuador,Batalla de Pichincha,False,Batalla de Pichincha,,,Batalla de Pichincha,,,False,
175,2015-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Cantonizacion de Guaranda,,,Cantonizacion de Guaranda,,Cantonizacion,False,
176,2015-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Fundacion de Machala,,,Fundacion de Machala,,Fundacion,False,
177,2015-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Provincializacion de Imbabura,,,Provincializacion de Imbabura,,Provincializacion,False,
178,2015-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Cantonizacion de Latacunga,,,Cantonizacion de Latacunga,,Cantonizacion,False,
179,2015-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Cantonizacion de El Carmen,,,Cantonizacion de El Carmen,,Cantonizacion,False,
180,2015-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Fundacion de Santo Domingo,,,Fundacion de Santo Domingo,,Fundacion,False,
181,2015-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Cantonizacion de Cayambe,,,Cantonizacion de Cayambe,,Cantonizacion,False,
182,2015-07-24,Holiday,Local,Guayaquil,Fundacion de Guayaquil-1,False,Fundacion de Guayaquil,,numeric_suffix_removed,Fundacion de Guayaquil,,Fundacion,False,
183,2015-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,Fundacion de Guayaquil,,,Fundacion de Guayaquil,,Fundacion,False,
184,2015-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Fundacion de Esmeraldas,,,Fundacion de Esmeraldas,,Fundacion,False,
185,2015-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,False,Primer Grito de Independencia,,,Primer Grito de Independencia,,,False,
186,2015-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Fundacion de Riobamba,,,Fundacion de Riobamba,,Fundacion,False,
187,2015-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Fundacion de Ambato,,,Fundacion de Ambato,,Fundacion,False,
188,2015-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Fundacion de Ibarra,,,Fundacion de Ibarra,,Fundacion,False,
189,2015-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Cantonizacion de Quevedo,,,Cantonizacion de Quevedo,,Cantonizacion,False,
190,2015-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,False,Independencia de Guayaquil,,,Independencia de Guayaquil,,,False,
191,2015-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Dia de Difuntos,,,Dia de Difuntos,,,False,
192,2015-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Independencia de Cuenca,,,Independencia de Cuenca,,,False,
